genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Hip-Hop,BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,87,0.00104,0.922,181263,0.581,5.86e-05,A#,0.105,-7.495,Major,0.27,140.022,4/4,0.595
Hip-Hop,French Montana,No Stylist,04MLEeAMuV9IlHEsD8vF6A,88,0.0215,0.765,192172,0.704,0,F,0.227,-4.589,Minor,0.127,147.055,4/4,0.498
Hip-Hop,Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,86,0.0891,0.586,210747,0.909,0.000109,G#,0.119,-6.474,Major,0.0705,93.394,4/4,0.757
Hip-Hop,XXXTENTACION,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,86,0.847,0.734,95467,0.57,2.14e-05,G,0.112,-7.066,Minor,0.133,129.953,4/4,0.689
Hip-Hop,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,85,0.0996,0.91,152000,0.366,0,C#,0.261,-9.954,Major,0.0941,119.985,4/4,0.74
Hip-Hop,Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,85,0.035,0.964,142273,0.346,0,F,0.108,-9.309,Minor,0.53,119.958,4/4,0.562
Hip-Hop,Lil Peep,Falling Down - Bonus Track,4jvjzW7Hm0yK4LvvE0Paz9,87,0.0175,0.669,196400,0.574,0.00294,E,0.146,-6.442,Minor,0.0286,120.013,4/4,0.273
Hip-Hop,Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,51w9Jbat1pLeWINGCpnQUR,84,0.0226,0.698,248521,0.66,0,C,0.0622,-7.883,Major,0.052,159.949,4/4,0.451
Hip-Hop,Future,First Off (feat. Travis Scott),3WRIaWsws011vHMd9uzPjG,85,0.013,0.734,228367,0.683,0,C#,0.28,-6.105,Major,0.0776,162.038,4/4,0.445
Hip-Hop,XXXTENTACION,Sauce!,3jq1RpStaB1YGyN3rRZGca,84,0.582,0.68,144724,0.313,0,D#,0.19,-13.672,Minor,0.0347,135.034,4/4,0.405
Hip-Hop,Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,98,0.11,0.737,193227,0.86,1.94e-06,G#,0.0574,-2.652,Minor,0.0593,93.989,4/4,0.656
Hip-Hop,Rich The Kid,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,84,0.202,0.876,175230,0.519,0,B,0.108,-6.531,Major,0.143,94.981,4/4,0.158
Hip-Hop,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,86,0.0627,0.876,244679,0.786,0,A#,0.127,-4.884,Minor,0.306,153.068,4/4,0.575
Hip-Hop,Offset,Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,86,0.149,0.88,172800,0.428,5.07e-05,A,0.114,-8.28,Major,0.206,100.007,4/4,0.333
Hip-Hop,Offset,Legacy (feat. Travis Scott & 21 Savage),7pMRoGLEJuFM2wl5pt0R99,85,0.178,0.844,244941,0.513,0,C#,0.0845,-8.769,Major,0.335,128.085,4/4,0.344
Hip-Hop,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0ZNrc4kNeQYD9koZ3KvCsy,83,0.00552,0.745,237240,0.346,0,C#,0.0881,-7.709,Major,0.331,203.911,4/4,0.112
Hip-Hop,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,86,0.0609,0.85,205040,0.569,0.0816,F,0.1,-8.152,Minor,0.136,80.02,4/4,0.294
Hip-Hop,Future,Crushed Up,7wcyO1rrH3Ru4t659IjG41,84,0.0415,0.781,149949,0.597,0,A#,0.152,-6.794,Minor,0.23,158.043,4/4,0.544
Hip-Hop,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,83,0.073,0.754,121347,0.342,0,A#,0.193,-8.677,Minor,0.0991,128.981,4/4,0.423
Hip-Hop,Offset,Red Room,2MJdgSby3DtSS7bUJx2cly,85,0.479,0.936,241440,0.559,0,G,0.129,-8.591,Minor,0.158,112.339,4/4,0.517
Hip-Hop,2 Chainz,Whip (feat. Travis Scott),6Z4rmc0uujCpl8yXe3yjgI,80,0.12,0.793,226600,0.399,0,G,0.124,-7.428,Major,0.0951,121.949,4/4,0.0379
Hip-Hop,Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,80,0.191,0.674,153800,0.649,0,C#,0.122,-8.433,Minor,0.199,153.069,4/4,0.48
Hip-Hop,21 Savage,Bank Account,2fQrGHiQOvpL9UgPvtYy6G,84,0.0151,0.884,220307,0.346,7.04e-06,G#,0.0871,-8.228,Minor,0.351,75.016,4/4,0.376
Hip-Hop,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,83,0.661,0.592,110886,0.457,0.000331,A,0.146,-6.081,Minor,0.0603,146.04,4/4,0.225
Hip-Hop,NF,Let You Down,52okn5MNA47tk87PeZJLEL,84,0.298,0.656,212120,0.721,0,F,0.173,-5.665,Minor,0.122,148.066,4/4,0.468
Hip-Hop,XXXTENTACION,BAD!,4CH66Rxcjcj3VBHwmIBj4T,83,0.0643,0.78,94246,0.492,0.0313,F,0.174,-3.4,Minor,0.0671,143.983,4/4,0.374
Hip-Hop,Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,86,0.000282,0.908,177000,0.621,5.39e-05,C#,0.0958,-6.638,Minor,0.102,150.011,4/4,0.421
Hip-Hop,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,84,0.0716,0.757,194732,0.69,0,C#,0.192,-5.327,Minor,0.282,132.064,4/4,0.914
Hip-Hop,Comethazine,Walk,21kOVEG3bDCVphKhXL8XmQ,82,0.221,0.831,96064,0.795,0,C#,0.291,-6.186,Major,0.264,160.063,4/4,0.744
Hip-Hop,Logic,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,84,0.57,0.62,250173,0.574,0,F,0.19,-7.788,Minor,0.0479,100.021,4/4,0.352
Hip-Hop,21 Savage,monster,2FUNBaa5DwItJtYEBgAblU,85,0.158,0.89,233040,0.607,0.000228,A,0.118,-6.916,Minor,0.124,134.022,4/4,0.224
Hip-Hop,Metro Boomin,Don't Come Out The House (with 21 Savage),2Grb4G6t9VIqo6moKUloom,81,0.00661,0.87,168347,0.35,0.000483,C#,0.108,-6.082,Major,0.277,74.963,4/4,0.175
Hip-Hop,2 Chainz,Rule The World (feat. Ariana Grande),1R6VwZ8TuHRzxZUxe88n4I,80,0.158,0.592,245893,0.584,2.63e-06,G#,0.132,-6.232,Minor,0.0893,88.073,4/4,0.447
Hip-Hop,Russ,Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,82,0.0991,0.716,226693,0.729,0,F,0.0842,-6.313,Major,0.117,131.975,4/4,0.276
Hip-Hop,Lil Pump,Butterfly Doors,4NdXQlDTzxbOMkzJGWFtz3,83,0.0889,0.925,132923,0.397,5.12e-05,F,0.144,-11.265,Major,0.169,130.008,4/4,0.429
Hip-Hop,J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,81,0.21,0.831,191437,0.782,0,C,0.113,-6.274,Major,0.15,141.869,4/4,0.199
Hip-Hop,Tory Lanez,FeRRis WhEEL (feat. Trippie Redd),6j97zG4DDrh3oUa6rZbFOs,79,0.0835,0.807,151649,0.602,0,B,0.151,-5.005,Major,0.274,95.031,4/4,0.252
Hip-Hop,Eminem,'Till I Collapse,4xkOaSrkexMciUUogZKVTS,85,0.0757,0.572,297893,0.853,0,C#,0.0798,-3.203,Major,0.217,171.297,4/4,0.102
Hip-Hop,J. Cole,Wet Dreamz,6Ius4TC0L3cN74HT7ENE6e,81,0.0752,0.504,239320,0.705,0,F#,0.128,-8.205,Minor,0.364,175.483,4/4,0.584
Hip-Hop,Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),2v5JTeM6hSmi5wWy7jiwrI,84,0.15,0.741,233613,0.845,0,F,0.174,-3.568,Minor,0.0381,129.939,4/4,0.926
Hip-Hop,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,87,0.542,0.903,417920,0.675,1.28e-05,B,0.0595,-3.445,Minor,0.214,96.507,4/4,0.442
Hip-Hop,Logic,Everyday,4EAV2cKiqKP5UPZmY6dejk,84,0.041,0.67,204747,0.752,0,C#,0.0749,-4.146,Major,0.0374,149.961,4/4,0.442
Hip-Hop,Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,81,0.121,0.733,142000,0.678,0,F#,0.344,-7.771,Major,0.438,175.985,4/4,0.841
Hip-Hop,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,82,0.711,0.611,240342,0.466,0.000264,A,0.0847,-11.361,Major,0.372,192.08,4/4,0.223
Hip-Hop,Eminem,Killshot,1jo3TwNGCXfNdB5uba3ZVv,82,0.0989,0.892,253580,0.651,0,C,0.371,-8.645,Minor,0.378,105.814,4/4,0.599
Hip-Hop,Ski Mask The Slump God,Foot Fungus,3EikYy40GMSp8l5mDV6IQo,81,0.257,0.881,129547,0.623,1.5e-06,C#,0.0964,-9.662,Major,0.119,88.953,4/4,0.745
Hip-Hop,Russ,Losin Control,4cxMGhkinTocPSVVKWIw0d,79,0.515,0.759,237507,0.245,0.000154,F#,0.102,-6.545,Major,0.138,96.992,4/4,0.209
Hip-Hop,A$AP Ferg,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,81,0.0651,0.797,173600,0.844,0,B,0.087,-5.482,Major,0.275,170.142,4/4,0.52
Hip-Hop,Lil Baby,Close Friends (Lil Baby & Gunna),5nzhL67GpF9szXWg5y509A,82,0.044,0.665,203881,0.585,0,A#,0.0789,-5.077,Minor,0.366,158.953,4/4,0.658
Hip-Hop,Shoreline Mafia,"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",1n8wr8tRHs5jmBxNWXedcn,80,0.371,0.9,174336,0.385,0,C#,0.142,-12.189,Minor,0.435,99.964,4/4,0.488
Hip-Hop,J. Cole,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,79,0.482,0.829,200310,0.527,0,F#,0.631,-6.644,Minor,0.367,116.078,4/4,0.473
Hip-Hop,2 Chainz,Momma I Hit A Lick (feat. Kendrick Lamar),7jKUnzzOGhAlPjr7LkIUlE,76,0.202,0.796,173760,0.467,3.32e-05,B,0.206,-6.293,Major,0.34,179.974,3/4,0.4
Hip-Hop,Takeoff,Casper,1B4gJRq61xTs6r1O0Uq2iY,79,0.525,0.921,197079,0.607,1.12e-06,C#,0.123,-7.397,Major,0.209,140.071,4/4,0.753
Hip-Hop,Kendrick Lamar,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,81,0.264,0.8,213400,0.585,0,A#,0.153,-7.343,Major,0.0924,126.058,4/4,0.779
Hip-Hop,Yo Gotti,Put a Date On It (feat. Lil Baby),6PRh0ilIMEP1xlUHqalnkD,79,0.0123,0.835,195257,0.659,0,E,0.372,-5.696,Major,0.31,129.93,4/4,0.579
Hip-Hop,Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,81,0.117,0.854,225773,0.463,0,F,0.354,-6.159,Major,0.137,120.024,4/4,0.549
Hip-Hop,XXXTENTACION,Look At Me!,7floNISpH8VF4z4459Qo18,83,0.259,0.763,126346,0.726,0,C#,0.0976,-6.405,Major,0.282,139.059,4/4,0.349
Hip-Hop,2 Chainz,High Top Versace (feat. Young Thug),40wyhIkaVvuZUAbAiTOkHI,74,0.00206,0.788,176920,0.591,1.95e-05,C#,0.116,-4.838,Major,0.133,152.071,4/4,0.247
Hip-Hop,DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,84,0.0733,0.552,260000,0.76,0,C,0.0865,-4.706,Major,0.342,135.702,5/4,0.639
Hip-Hop,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,84,0.0605,0.698,232187,0.633,0.000194,G#,0.0926,-4.946,Major,0.0597,96.924,4/4,0.552
Hip-Hop,Kendrick Lamar,DNA.,6HZILIRieu8S0iqY8kIKhj,82,0.00454,0.638,185947,0.523,0,C#,0.0842,-6.664,Major,0.357,139.913,4/4,0.422
Hip-Hop,French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,85,0.0293,0.726,233902,0.769,0.0101,F#,0.104,-5.043,Major,0.123,97.985,4/4,0.733
Hip-Hop,Drake,Mob Ties,7rC5Pl8rQSX4myONQHYPBK,80,0.0456,0.755,205147,0.575,0.00124,E,0.276,-8.393,Minor,0.0678,85.987,4/4,0.49
Hip-Hop,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],0kCBorRrKZkSztd9m0QI3r,79,0.00183,0.938,201707,0.5,0,E,0.077,-10.08,Minor,0.144,140.011,4/4,0.462
Hip-Hop,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,81,0.367,0.52,345133,0.538,0.00187,C#,0.119,-8.109,Major,0.206,141.894,4/4,0.177
Hip-Hop,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,82,0.304,0.804,298941,0.459,0.0862,B,0.11,-11.556,Major,0.039,111.963,4/4,0.372
Hip-Hop,Tyga,Girls Have Fun (feat. G-Eazy & Rich The Kid),1NHlyKgtR4roNylOhidKSv,83,0.00586,0.888,175711,0.74,0,G#,0.218,-5.363,Major,0.238,100.003,4/4,0.664
Hip-Hop,Lil Wayne,Uproar,3wScL5W8H40zzCKN0atfBk,81,0.0595,0.743,194184,0.87,0,C#,0.299,-2.188,Major,0.212,99.075,4/4,0.884
Hip-Hop,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,81,0.00704,0.698,326467,0.732,0.000647,D,0.359,-4.522,Major,0.266,171.431,4/4,0.0689
Hip-Hop,Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,79,0.317,0.721,166343,0.508,0,G,0.153,-7.496,Major,0.394,159.911,4/4,0.457
Hip-Hop,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,81,0.0168,0.713,332301,0.831,0,C#,0.118,-4.75,Minor,0.15,173.948,4/4,0.584
Hip-Hop,Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,79,0.279,0.899,214467,0.586,0,B,0.0836,-7.866,Minor,0.344,150.001,4/4,0.492
Hip-Hop,Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,84,0.0739,0.909,276147,0.628,0,D,0.108,-5.456,Major,0.201,145.905,4/4,0.406
Hip-Hop,NF,Lie,07FkzikE6FuHIa8Ma7zJGc,79,0.161,0.753,209213,0.66,0,F,0.236,-6.542,Major,0.133,95.003,4/4,0.182
Hip-Hop,Kodak Black,Roll In Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,82,0.0306,0.747,213132,0.524,0,A#,0.2,-6.807,Minor,0.245,140.053,4/4,0.363
Hip-Hop,Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,79,0.105,0.77,222360,0.567,0,D,0.125,-5.698,Major,0.175,81.477,4/4,0.26
Hip-Hop,Gunna,Speed It Up,3BXXkwyhsHM0EPApHMhQC5,80,0.0394,0.912,179022,0.587,0.01,G,0.111,-7.395,Major,0.0582,143.027,4/4,0.435
Hip-Hop,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,77,0.0113,0.791,181812,0.581,0,B,0.35,-7.323,Minor,0.286,162.99,4/4,0.438
Hip-Hop,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,79,0.000874,0.563,229670,0.717,0,C#,0.183,-5.186,Major,0.337,82.064,4/4,0.427
Hip-Hop,Playboi Carti,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,76,0.0138,0.785,235535,0.62,0,G#,0.15,-6.668,Major,0.254,78.476,4/4,0.478
Hip-Hop,Gucci Mane,I Get The Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,79,0.0232,0.89,233087,0.633,0.000343,B,0.0993,-5.475,Major,0.168,139.948,4/4,0.425
Hip-Hop,Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN,81,0.108,0.53,194613,0.433,0,F#,0.135,-10.598,Major,0.185,160.14,4/4,0.274
Hip-Hop,Aminé,Caroline,5hTpBe8h35rJ67eAWHQsJx,78,0.17,0.941,209640,0.335,0,F,0.262,-10.179,Minor,0.505,120.041,4/4,0.707
Hip-Hop,Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,82,0.493,0.826,245787,0.318,0.0131,A#,0.11,-12.391,Major,0.0574,103.002,4/4,0.138
Hip-Hop,Rich The Kid,4 Phones,5qu3j7Ou6LyQFSU9N7Sb5x,76,0.0269,0.926,217339,0.523,0.000293,C#,0.103,-5.915,Major,0.158,141.983,4/4,0.205
Hip-Hop,NAV,Champion (feat. Travis Scott),6nO3tr47nr2P7f3hXb8JIo,80,0.381,0.642,195053,0.782,0,F,0.108,-3.395,Minor,0.0477,162.005,4/4,0.396
Hip-Hop,Gunna,Sold Out Dates (feat. Lil Baby),72LlwJM24dWKpFLVB3PWWQ,79,0.433,0.824,166298,0.554,0,E,0.124,-7.118,Minor,0.115,127.003,4/4,0.316
Hip-Hop,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),7IBSffWIu7P2MC7kMwy2FM,79,0.307,0.877,226743,0.477,0,A,0.0929,-7.379,Minor,0.0587,127.023,4/4,0.552
Hip-Hop,2 Chainz,Money In The Way,1Du1gIiBziiR6SUx3gnSvr,71,0.238,0.79,161653,0.793,2.14e-06,G,0.305,-4.138,Major,0.2,85.006,4/4,0.584
Hip-Hop,J. Cole,G.O.M.D.,16qYlQ6koFxYVbiJbGHblz,78,0.331,0.889,301133,0.393,8.67e-06,E,0.283,-10.821,Minor,0.267,128.065,4/4,0.304
Hip-Hop,Eminem,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,82,0.0193,0.749,269554,0.794,0,C,0.543,-5.063,Major,0.064,135.959,4/4,0.46
Hip-Hop,Bas,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,78,0.241,0.755,238053,0.594,0,G,0.107,-5.906,Major,0.216,178.929,4/4,0.237
Hip-Hop,Famous Dex,PICK IT UP (feat. A$AP Rocky),3ncgNpxLoBQ65ABk4djDyd,79,0.0149,0.921,191252,0.467,0.000238,C#,0.334,-8.443,Major,0.119,135.995,4/4,0.287
Hip-Hop,Eminem,The Ringer,2jt2WxXMCD4zjACthkJQVE,81,0.0311,0.939,337941,0.551,0,C#,0.192,-9.126,Major,0.291,118.552,4/4,0.42
Hip-Hop,2 Chainz,"2 Dollar Bill (feat. Lil Wayne, E-40)",5TTLIG6IKMMcLR3iLYHHYb,71,0.37,0.852,240347,0.739,0,A#,0.0429,-4.692,Minor,0.182,101.019,4/4,0.668
Hip-Hop,2 Chainz,NCAA,2jXpiTuwwWbCSvpkKwCfwc,70,0.178,0.839,248013,0.641,0,D#,0.135,-5.837,Minor,0.284,120.037,4/4,0.462
Hip-Hop,Logic,44 More,3e7Y6sfFlIdBMJhX7wpqVO,78,0.0635,0.829,188600,0.589,0,C#,0.113,-7.055,Major,0.202,139.971,4/4,0.233
Hip-Hop,2 Chainz,Forgiven (feat. Marsha Ambrosius),6f6xUMBUrXYK3JrlXXCm3R,70,0.155,0.491,323307,0.523,0,G,0.405,-9.417,Major,0.592,73.79,4/4,0.243
Hip-Hop,21 Savage,all my friends,4paAidoE8VAemwU4jgCc6l,80,0.171,0.713,211785,0.62,1.16e-06,C,0.118,-4.513,Major,0.0422,130.09,4/4,0.206
Hip-Hop,Kodak Black,MoshPit (feat. Juice WRLD),4KX8vXbouybtUptEyYxtIk,79,0.394,0.769,164038,0.627,0,G,0.106,-4.064,Major,0.262,157.938,4/4,0.49
Hip-Hop,Kodak Black,Pimpin Ain't Eazy,5FxKZ4IajYIRDjAWAboiB4,74,0.311,0.644,177000,0.501,0,C,0.106,-8.959,Major,0.492,129.828,4/4,0.173
Hip-Hop,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,81,0.00299,0.815,190288,0.816,0,D,0.159,-5.474,Major,0.269,181.967,4/4,0.498
Hip-Hop,Lil Baby,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,79,0.212,0.877,162053,0.514,0,D,0.154,-5.585,Minor,0.0657,119.998,4/4,0.272
Hip-Hop,2 Chainz,Threat 2 Society,00BNT97AtJ5aB8SSsE5xGH,70,0.201,0.617,225800,0.779,0,C#,0.117,-5.084,Major,0.287,83.332,4/4,0.887
Hip-Hop,21 Savage,can't leave without it,0hPLZrnDgtKxrym1BHjDhd,80,0.111,0.872,205352,0.591,0,F#,0.144,-6.952,Minor,0.359,131.982,4/4,0.696
Hip-Hop,Aminé,REEL IT IN (feat. Gucci Mane) - Remix,4yVEpUXxYgBwfSOKGTFxv5,77,0.0624,0.779,166960,0.355,0,A#,0.159,-8.971,Minor,0.0789,128.805,4/4,0.362
Hip-Hop,Lil Peep,Save That Shit,0S0vWvyZ6Rc79TXkWxT9QA,81,0.0262,0.534,231547,0.583,0,D,0.421,-8.672,Major,0.0288,105.997,4/4,0.145
Hip-Hop,JID,Off Deez (with J. Cole),3JAeYOjyJodI4PRs44lx2l,77,0.00207,0.836,213358,0.579,0,A,0.11,-6.164,Major,0.243,85.486,4/4,0.431
Hip-Hop,Paulo Londra,Adan y Eva,6FyRXC8tJUh863JCkyWqtk,95,0.323,0.767,258639,0.709,0,C#,0.0676,-4.47,Major,0.336,171.993,4/4,0.72
Hip-Hop,2 Chainz,It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,77,0.0317,0.822,210200,0.505,0.000911,G,0.114,-7.384,Major,0.147,73.003,4/4,0.523
Hip-Hop,Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,82,0.0338,0.896,303077,0.515,0,D,0.317,-5.395,Major,0.183,138.016,4/4,0.174
Hip-Hop,"Tyler, The Creator",See You Again,7KA4W4McWYRpgf0fWsJZWB,78,0.371,0.558,180387,0.559,7.49e-06,F#,0.109,-9.222,Major,0.0959,78.558,4/4,0.62
Hip-Hop,Joyner Lucas,I Love,30z4LVkScpeNhwHFIB8Ewa,78,0.274,0.671,210197,0.565,6.51e-05,B,0.37,-7.401,Minor,0.16,150.014,4/4,0.561
Hip-Hop,KYLE,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,80,0.339,0.689,191680,0.584,0,C#,0.297,-5.768,Minor,0.119,156.572,4/4,0.676
Hip-Hop,Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,79,0.109,0.802,210387,0.59,0,F#,0.429,-8.81,Major,0.273,117.007,4/4,0.747
Hip-Hop,Tyga,Dip (feat. Nicki Minaj),4hXDobvUaXyDFLnmecoY0z,81,0.0311,0.885,195992,0.543,0,D,0.154,-6.338,Major,0.2,99.026,4/4,0.43
Hip-Hop,2 Chainz,I Said Me,0Ek0FqiDPgg1kZlF3lwlEA,69,0.312,0.709,331693,0.503,0,G,0.21,-5.762,Major,0.538,87.673,4/4,0.26
Hip-Hop,Daddy Yankee,Adictiva,6MJUCumnQsQEKbCy28tbCP,91,0.291,0.788,207853,0.771,5.62e-05,E,0.172,-3.206,Minor,0.0563,99.038,4/4,0.701
Hip-Hop,MadeinTYO,Ned Flanders (feat. A$AP Ferg),2EUNZfjPToKZIahK0WMLKd,76,0.0254,0.936,161013,0.495,0,C#,0.087,-6.062,Major,0.229,139.951,4/4,0.299
Hip-Hop,KIDS SEE GHOSTS,Reborn,4RVbK6cV0VqWdpCDcx3hiT,77,0.339,0.585,324674,0.597,0.0404,C,0.195,-7.499,Major,0.037,100.051,4/4,0.227
Hip-Hop,2 Chainz,Bigger Than You (feat. Drake & Quavo),5S1IUPueD0xE0vj4zU3nSf,77,0.247,0.888,225893,0.515,0,C#,0.446,-6.246,Major,0.271,141.009,4/4,0.264
Hip-Hop,2 Chainz,Girl's Best Friend (feat. Ty Dolla $ign),4cbF3gEX2IZfvt58zQXqvN,69,0.00721,0.898,192640,0.428,0.13,A,0.0975,-7.465,Major,0.0813,99.997,4/4,0.501
Hip-Hop,2 Chainz,"I'm Not Crazy, Life Is (feat. Chance The Rapper, Kodak Black)",3hYKgk38xGR6pGjgTkFN99,68,0.148,0.637,330000,0.639,0,C,0.115,-5.834,Major,0.179,75.489,4/4,0.345
Hip-Hop,Offset,How Did I Get Here (feat. J. Cole),32iPykTXUNZ9oGyACGUybq,80,0.507,0.883,276794,0.544,1.6e-06,D,0.08,-7.92,Major,0.233,129.993,4/4,0.114
Hip-Hop,J. Cole,ATM,2UciqgwVDwro0fev3MFbxJ,77,0.115,0.719,216727,0.497,0,G#,0.0898,-7.661,Major,0.681,81.651,4/4,0.345
Hip-Hop,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,80,0.111,0.795,275080,0.594,0,C,0.162,-6.2,Major,0.0747,135.002,4/4,0.409
Hip-Hop,Future,Jumpin on a Jet,1I3ZAmPmbFV78oNKnibOiW,78,0.0571,0.824,137134,0.595,3.7e-06,B,0.0876,-6.346,Major,0.091,140.039,4/4,0.157
Hip-Hop,Oliver Tree,Alien Boy,1gGhqfs2pDTOI30AEXMXrn,76,0.111,0.803,163525,0.599,0,C#,0.236,-5.169,Major,0.0985,130.107,4/4,0.484
Hip-Hop,Gunna,Outstanding,76PwajqH3ej4hnk9tgaJpp,79,0.309,0.829,180780,0.73,0,F#,0.109,-4.554,Minor,0.241,149.075,4/4,0.324
Hip-Hop,Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,82,0.0102,0.833,204600,0.434,0.0219,D,0.165,-8.795,Major,0.431,150.062,4/4,0.281
Hip-Hop,J. Cole,Neighbors,0utlOiJy2weVl9WTkcEWHy,76,0.358,0.894,216520,0.284,0.000487,B,0.11,-13.002,Minor,0.33,138.944,4/4,0.413
Hip-Hop,Young Thug,Sin (feat. Jaden Smith),1Jl21sidRpEdlVBvYbssLx,77,0.00544,0.889,202533,0.385,0,B,0.274,-11.767,Minor,0.165,125.995,4/4,0.235
Hip-Hop,Russ,"Psycho, Pt. 2",26OhjtaTamFocE08t83ml6,77,0.775,0.766,161985,0.548,5.57e-06,A#,0.1,-4.29,Major,0.235,82.944,4/4,0.424
Hip-Hop,Lil Baby,Life Goes On,2bSk87AVkCIIC3Bcligq1z,78,0.0021,0.716,247055,0.541,0,C#,0.115,-7.909,Major,0.149,139.978,4/4,0.387
Hip-Hop,Tyga,SWISH,55GiOwtxNajXVbpjjIzMnD,83,0.0831,0.884,194936,0.541,0,B,0.118,-5.608,Major,0.221,105.009,4/4,0.274
Hip-Hop,Quavo,WORKIN ME,33tNYw9oMtSkGe27NpgS64,78,0.182,0.79,169620,0.629,7.06e-06,G#,0.338,-4.055,Major,0.142,170.023,4/4,0.267
Hip-Hop,Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC,79,0.222,0.765,198293,0.356,0,B,0.0963,-5.556,Minor,0.196,97.001,4/4,0.19
Hip-Hop,Tee Grizzley,First Day Out,3muBQDekYAg7jm6hDu6R0Z,75,0.171,0.587,254694,0.711,0,C#,0.125,-6.33,Major,0.42,98.008,4/4,0.381
